innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,RD Gaikwad,13,12,R Ravindra,46,20,62,32
1,Chennai Super Kings,2,AM Rahane,12,12,RD Gaikwad,29,17,42,29
1,Chennai Super Kings,3,S Dube,17,7,RD Gaikwad,4,7,23,14
1,Chennai Super Kings,4,DJ Mitchell,23,19,S Dube,34,16,57,35
1,Chennai Super Kings,5,Sameer Rizvi,14,6,DJ Mitchell,1,1,15,7
1,Chennai Super Kings,6,RA Jadeja,7,3,DJ Mitchell,0,0,7,3
1,Chennai Super Kings,7,RA Jadeja,7,3,DJ Mitchell,0,0,7,3
2,Gujarat Titans,1,WP Saha,19,12,Shubman Gill,8,5,28,17
2,Gujarat Titans,2,B Sai Sudharsan,3,5,WP Saha,2,5,6,10
2,Gujarat Titans,3,V Shankar,12,12,B Sai Sudharsan,9,6,21,18
2,Gujarat Titans,4,DA Miller,21,16,B Sai Sudharsan,16,10,41,26
2,Gujarat Titans,5,Azmatullah Omarzai,7,8,B Sai Sudharsan,9,10,18,18
2,Gujarat Titans,6,R Tewatia,0,1,Azmatullah Omarzai,4,2,4,3
2,Gujarat Titans,7,Rashid Khan,1,2,R Tewatia,1,4,3,6
2,Gujarat Titans,8,UT Yadav,2,6,R Tewatia,5,6,8,12
2,Gujarat Titans,9,SH Johnson,5,5,UT Yadav,8,5,14,10
