innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,Azmatullah Omarzai,3.0,0,30,0,10.0,6,1,0
1,Gujarat Titans,MM Sharma,4.0,0,36,1,9.0,4,1,0
1,Gujarat Titans,R Sai Kishore,3.0,0,28,1,9.33,6,2,0
1,Gujarat Titans,Rashid Khan,4.0,0,49,2,12.25,4,0,0
1,Gujarat Titans,SH Johnson,4.0,0,35,1,8.75,8,0,0
1,Gujarat Titans,UT Yadav,2.0,0,27,0,13.5,5,1,0
2,Chennai Super Kings,DJ Mitchell,2.0,0,18,1,9.0,2,1,0
2,Chennai Super Kings,DL Chahar,4.0,0,28,2,7.0,11,3,0
2,Chennai Super Kings,M Pathirana,4.0,0,29,1,7.25,13,4,0
2,Chennai Super Kings,Mustafizur Rahman,4.0,0,30,2,7.5,9,0,0
2,Chennai Super Kings,RA Jadeja,2.0,0,15,0,7.5,2,0,0
2,Chennai Super Kings,TU Deshpande,4.0,0,21,2,5.25,11,0,0
