innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,PA Patel,34,4.1
1,Chennai Super Kings,2,MEK Hussey,39,5.4
1,Chennai Super Kings,3,SK Raina,143,15.6
1,Chennai Super Kings,4,ML Hayden,194,19.6
1,Chennai Super Kings,5,MS Dhoni,206,20.5
2,Mumbai Indians,1,L Ronchi,9,1.6
2,Mumbai Indians,2,ST Jayasuriya,30,4.4
2,Mumbai Indians,3,RV Uthappa,81,10.4
2,Mumbai Indians,4,SM Pollock,97,12.4
2,Mumbai Indians,5,DJ Bravo,130,15.2
2,Mumbai Indians,6,MA Khote,141,16.3
2,Mumbai Indians,7,Harbhajan Singh,189,19.5
