match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2015-04-11,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",15,11,0,1,136.36,c MM Sharma b R Ashwin,4
11,2015-04-16,Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,32,3,0,78.12,b PV Tambe,4
13,2015-04-18,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12,10,1,0,120.0,c JP Duminy b Imran Tahir,5
19,2015-04-22,Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,18,8,1,2,225.0,b UT Yadav,4
23,2015-04-25,Mumbai Indians,Wankhede Stadium,9,9,0,0,100.0,c KA Pollard b J Suchith,4
27,2015-04-27,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",28,26,3,0,107.69,c DA Miller b AR Patel,5
34,2015-05-02,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",20,12,3,1,166.67,b A Nehra,5
38,2015-05-04,Kolkata Knight Riders,Eden Gardens,0,3,0,0,0.0,b UT Yadav,3
41,2015-05-07,Rajasthan Royals,Brabourne Stadium,8,6,1,0,133.33,not out,6
48,2015-05-11,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2,3,0,0,66.67,run out (GJ Bailey),5
56,2015-05-17,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0,1,0,0,0.0,c RG Sharma b J Suchith,6
