innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,KS Williamson,26,3.5
1,Sunrisers Hyderabad,2,RA Tripathi,44,5.6
1,Sunrisers Hyderabad,3,Abhishek Sharma,140,16.1
1,Sunrisers Hyderabad,4,N Pooran,147,17.3
1,Sunrisers Hyderabad,5,AK Markram,161,18.6
1,Sunrisers Hyderabad,6,Washington Sundar,162,19.1
2,Gujarat Titans,1,Shubman Gill,69,8.4
2,Gujarat Titans,2,HH Pandya,85,10.2
2,Gujarat Titans,3,WP Saha,122,14.2
2,Gujarat Titans,4,DA Miller,139,16.5
2,Gujarat Titans,5,A Manohar,140,16.6
