innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,R Ravindra,4,9,0,0,44.44,c AM Rahane b Harshit Rana,1
1,Chennai Super Kings,DP Conway,12,11,2,0,109.09,lbw b MM Ali,2
1,Chennai Super Kings,RA Tripathi,16,22,1,0,72.73,b SP Narine,3
1,Chennai Super Kings,V Shankar,29,21,2,1,138.1,c MM Ali b CV Varun,4
1,Chennai Super Kings,S Dube,31,29,3,0,106.9,not out,5
1,Chennai Super Kings,R Ashwin,1,7,0,0,14.29,c VG Arora b Harshit Rana,6
1,Chennai Super Kings,RA Jadeja,0,2,0,0,0.0,c Q de Kock b SP Narine,7
1,Chennai Super Kings,DJ Hooda,0,4,0,0,0.0,c VG Arora b CV Varun,8
1,Chennai Super Kings,MS Dhoni,1,4,0,0,25.0,lbw b SP Narine,9
1,Chennai Super Kings,Noor Ahmad,1,8,0,0,12.5,c CV Varun b VG Arora,10
1,Chennai Super Kings,A Kamboj,3,3,0,0,100.0,not out,11
2,Kolkata Knight Riders,Q de Kock,23,16,0,3,143.75,b A Kamboj,1
2,Kolkata Knight Riders,SP Narine,44,18,2,5,244.44,b Noor Ahmad,2
2,Kolkata Knight Riders,AM Rahane,20,17,1,1,117.65,not out,3
2,Kolkata Knight Riders,RK Singh,15,12,1,1,125.0,not out,4
