match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2011-04-09,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",3.0,0,25,0,8.33,6,0,0
6,2011-04-11,Kolkata Knight Riders,Eden Gardens,2.0,0,19,0,9.5,3,1,0
11,2011-04-14,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",4.0,0,22,1,5.5,8,2,0
15,2011-04-16,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2.4,0,28,0,10.5,5,0,0
19,2011-04-19,Delhi Daredevils,Feroz Shah Kotla,4.0,0,38,2,9.5,9,0,0
27,2011-04-24,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,48,0,12.0,3,0,0
32,2011-04-27,Kochi Tuskers Kerala,Nehru Stadium,3.0,0,12,0,4.0,11,1,0
39,2011-05-01,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,12,0,4.0,8,0,0
42,2011-05-03,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",4.0,0,39,1,9.75,8,3,1
46,2011-05-05,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",4.0,0,31,1,7.75,8,4,0
53,2011-05-10,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",3.0,0,21,2,7.0,10,1,0
59,2011-05-14,Mumbai Indians,Wankhede Stadium,3.0,0,21,0,7.0,7,3,0
62,2011-05-16,Pune Warriors,Dr DY Patil Sports Academy,3.0,0,13,2,4.33,14,0,0
67,2011-05-21,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,3.0,0,21,2,7.0,9,1,0
