match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2011-04-09,Kochi Tuskers Kerala,Nehru Stadium,1,4,0,0,25.0,c BB McCullum b S Sreesanth,2
8,2011-04-12,Mumbai Indians,M Chinnaswamy Stadium,59,52,4,2,113.46,not out,2
11,2011-04-14,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",7,8,1,0,87.5,c KC Sangakkara b I Sharma,2
14,2011-04-16,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,1,0,0,0.0,c S Anirudha b JA Morkel,2
24,2011-04-22,Kolkata Knight Riders,Eden Gardens,38,31,6,0,122.58,b L Balaji,1
30,2011-04-26,Delhi Daredevils,Feroz Shah Kotla,0,1,0,0,0.0,c NV Ojha b AB Dinda,2
35,2011-04-29,Pune Warriors,M Chinnaswamy Stadium,15,19,2,0,78.95,b R Sharma,2
47,2011-05-06,Kings XI Punjab,M Chinnaswamy Stadium,16,9,4,0,177.78,c P Kumar b R McLaren,2
50,2011-05-08,Kochi Tuskers Kerala,M Chinnaswamy Stadium,52,31,8,1,167.74,not out,2
55,2011-05-11,Rajasthan Royals,Sawai Mansingh Stadium,38,24,8,0,158.33,c LRPL Taylor b SK Warne,2
