innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Capitals,1,PP Shaw,5,8,S Dhawan,0,2,6,10
1,Delhi Capitals,2,SO Hetmyer,3,10,PP Shaw,0,1,3,11
1,Delhi Capitals,3,SO Hetmyer,4,3,SS Iyer,0,0,4,3
1,Delhi Capitals,4,SS Iyer,39,31,RR Pant,31,29,73,60
1,Delhi Capitals,5,SS Iyer,0,1,MP Stoinis,0,0,1,1
1,Delhi Capitals,6,AR Patel,6,9,MP Stoinis,2,4,9,12
1,Delhi Capitals,7,R Ashwin,4,6,MP Stoinis,26,11,31,17
1,Delhi Capitals,8,MP Stoinis,25,6,K Rabada,0,0,27,5
1,Delhi Capitals,9,A Nortje,3,1,K Rabada,0,0,3,1
2,Kings XI Punjab,1,KL Rahul,21,19,MA Agarwal,2,9,30,27
2,Kings XI Punjab,2,KK Nair,1,3,MA Agarwal,2,1,3,4
2,Kings XI Punjab,3,MA Agarwal,1,1,N Pooran,0,3,1,4
2,Kings XI Punjab,4,GJ Maxwell,1,4,MA Agarwal,0,0,1,4
2,Kings XI Punjab,5,MA Agarwal,8,9,SN Khan,12,12,20,21
2,Kings XI Punjab,6,MA Agarwal,25,19,K Gowtham,20,14,46,33
2,Kings XI Punjab,7,CJ Jordan,5,5,MA Agarwal,51,21,56,26
2,Kings XI Punjab,8,CJ Jordan,0,1,Mohammed Shami,0,0,0,1
2,Kings XI Punjab,9,CJ Jordan,0,1,Mohammed Shami,0,0,0,1
