innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,CJ Jordan,4.0,0,56,0,14.0,8,3,1
1,Kings XI Punjab,K Gowtham,4.0,0,39,0,9.75,5,0,0
1,Kings XI Punjab,Mohammed Shami,4.0,0,15,3,3.75,14,1,1
1,Kings XI Punjab,Ravi Bishnoi,4.0,0,22,1,5.5,9,1,0
1,Kings XI Punjab,SS Cottrell,4.0,0,24,2,6.0,13,1,0
2,Delhi Capitals,A Nortje,4.0,0,33,0,8.25,10,0,0
2,Delhi Capitals,AR Patel,4.0,0,14,1,3.5,11,0,0
2,Delhi Capitals,K Rabada,4.0,0,28,2,7.0,9,1,0
2,Delhi Capitals,MM Sharma,4.0,0,45,1,11.25,7,0,1
2,Delhi Capitals,MP Stoinis,3.0,0,29,2,9.67,5,0,0
2,Delhi Capitals,R Ashwin,1.0,0,2,2,2.0,4,0,0
