innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,RT Ponting,14,17,2,0,82.35,c AM Nayar b Yuvraj Singh,1
1,Mumbai Indians,SR Tendulkar,44,29,7,1,151.72,c MR Marsh b AJ Finch,2
1,Mumbai Indians,KD Karthik,41,29,4,1,141.38,lbw b MR Marsh,3
1,Mumbai Indians,RG Sharma,62,32,3,5,193.75,not out,4
1,Mumbai Indians,KA Pollard,19,14,1,1,135.71,not out,5
2,Pune Warriors,AJ Finch,0,1,0,0,0.0,b MG Johnson,1
2,Pune Warriors,RV Uthappa,7,9,1,0,77.78,b MG Johnson,2
2,Pune Warriors,LRPL Taylor,4,5,1,0,80.0,"run out (AT Rayudu, PP Ojha)",3
2,Pune Warriors,Yuvraj Singh,24,16,1,2,150.0,c R Dhawan b KA Pollard,4
2,Pune Warriors,TL Suman,23,15,5,0,153.33,c KA Pollard b Harbhajan Singh,5
2,Pune Warriors,AD Mathews,19,18,0,1,105.56,c RG Sharma b PP Ojha,6
2,Pune Warriors,MR Marsh,38,26,2,2,146.15,c R Dhawan b MG Johnson,7
2,Pune Warriors,AM Nayar,6,7,0,0,85.71,c KA Pollard b SL Malinga,8
2,Pune Warriors,B Kumar,6,11,0,0,54.55,not out,9
2,Pune Warriors,R Sharma,10,12,1,0,83.33,not out,10
