innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,16,6,Mumbai Indians,HH Pandya,HV Patel,Nitin Menon,,struck down,False
1,18,4,Royal Challengers Bangalore,Ishan Kishan,HV Patel,Nitin Menon,,upheld,False
