innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,Mandeep Singh,9,10,1,0,90.0,c DJ Bravo b DP Nannes,1
1,Kings XI Punjab,AC Gilchrist,9,6,2,0,150.0,c MEK Hussey b DP Nannes,2
1,Kings XI Punjab,M Vohra,16,11,3,0,145.45,c MEK Hussey b RA Jadeja,3
1,Kings XI Punjab,DJ Hussey,41,36,4,1,113.89,c DJ Bravo b R Ashwin,4
1,Kings XI Punjab,Gurkeerat Singh,31,26,3,0,119.23,c DP Nannes b DJ Bravo,5
1,Kings XI Punjab,Azhar Mahmood,8,7,0,0,114.29,c R Ashwin b CH Morris,6
1,Kings XI Punjab,R Sathish,8,6,1,0,133.33,c CH Morris b DJ Bravo,7
1,Kings XI Punjab,PP Chawla,4,5,1,0,80.0,c M Vijay b DJ Bravo,8
1,Kings XI Punjab,RJ Harris,0,2,0,0,0.0,c DJ Bravo b CH Morris,9
1,Kings XI Punjab,P Kumar,3,5,0,0,60.0,run out (MS Dhoni),10
1,Kings XI Punjab,P Awana,1,5,0,0,20.0,not out,11
2,Chennai Super Kings,M Vijay,50,50,3,1,100.0,not out,1
2,Chennai Super Kings,MEK Hussey,86,54,11,2,159.26,not out,2
