match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2025-03-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,44,3,11.0,7,5,0
6,2025-03-26,Kolkata Knight Riders,"Barsapara Cricket Stadium, Guwahati",1.0,0,7,0,7.0,2,0,0
11,2025-03-30,Chennai Super Kings,"Barsapara Cricket Stadium, Guwahati",4.0,0,45,0,11.25,8,2,0
23,2025-04-09,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,53,2,13.25,7,7,0
28,2025-04-13,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",2.0,0,21,0,10.5,3,0,0
32,2025-04-16,Delhi Capitals,"Arun Jaitley Stadium, Delhi",3.0,0,38,0,12.67,2,0,0
36,2025-04-19,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",4.0,0,26,1,6.5,8,3,0
42,2025-04-24,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",2.0,0,36,0,18.0,2,2,0
59,2025-05-18,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",4.0,0,37,2,9.25,9,1,0
62,2025-05-20,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",4.0,0,33,1,8.25,9,0,0
