match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2026-03-31,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",72,44,5,5,163.64,not out,3
7,2026-04-03,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",36,22,6,0,163.64,c MJ Henry b A Kamboj,3
17,2026-04-11,Sunrisers Hyderabad,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",11,12,1,0,91.67,c Aniket Verma b Shivang Kumar,3
24,2026-04-16,Mumbai Indians,"Wankhede Stadium, Mumbai",17,12,1,2,141.67,c Q de Kock b AM Ghazanfar,3
29,2026-04-19,Lucknow Super Giants,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",87,46,8,7,189.13,c M Siddharth b Prince Yadav,3
