match_number,date,opponent,catches,stumpings,run_outs
39,2013-04-28,Delhi Daredevils,1,0,0
65,2013-05-15,Kolkata Knight Riders,0,0,1
71,2013-05-19,Delhi Daredevils,1,0,0
