innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,17,3,Royal Challengers Bengaluru,R Shepherd,Kuldeep Yadav,Bhavesh Patel,wicket,struck down,False
1,19,6,Delhi Capitals,JM Sharma,T Natarajan,Bhavesh Patel,wicket,struck down,False
2,1,4,Royal Challengers Bengaluru,P Nissanka,B Kumar,Abhijit Bhattacharya,wicket,upheld,False
