innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,AR Patel,3.0,0,18,2,6.0,7,0,0
1,Delhi Capitals,Auqib Nabi,3.0,0,36,0,12.0,1,1,0
1,Delhi Capitals,Kuldeep Yadav,4.0,0,32,2,8.0,6,1,0
1,Delhi Capitals,L Ngidi,4.0,0,39,2,9.75,6,1,0
1,Delhi Capitals,Mukesh Kumar,4.0,0,32,1,8.0,10,4,1
1,Delhi Capitals,T Natarajan,2.0,0,16,0,8.0,5,1,0
2,Royal Challengers Bengaluru,B Kumar,4.0,0,26,3,6.5,8,0,0
2,Royal Challengers Bengaluru,JR Hazlewood,4.0,0,38,0,9.5,8,0,0
2,Royal Challengers Bengaluru,KH Pandya,4.0,0,24,1,6.0,5,0,0
2,Royal Challengers Bengaluru,R Shepherd,0.5,0,17,0,20.4,0,0,0
2,Royal Challengers Bengaluru,Rasikh Salam,4.0,0,40,0,10.0,4,2,1
2,Royal Challengers Bengaluru,Suyash Sharma,3.0,0,31,0,10.33,2,0,0
