innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,Ishan Kishan,31,20,4,1,155.0,lbw b Rashid Khan,1
1,Mumbai Indians,RG Sharma,29,18,3,2,161.11,c R Tewatia b Rashid Khan,2
1,Mumbai Indians,SA Yadav,103,49,11,6,210.2,not out,3
1,Mumbai Indians,N Wadhera,15,7,1,1,214.29,b Rashid Khan,4
1,Mumbai Indians,Vishnu Vinod,30,20,2,2,150.0,c A Manohar b MM Sharma,5
1,Mumbai Indians,TH David,5,3,1,0,166.67,c & b Rashid Khan,6
1,Mumbai Indians,C Green,3,3,0,0,100.0,not out,7
2,Gujarat Titans,WP Saha,2,5,0,0,40.0,lbw b Akash Madhwal,1
2,Gujarat Titans,Shubman Gill,6,9,0,0,66.67,b Akash Madhwal,2
2,Gujarat Titans,HH Pandya,4,3,1,0,133.33,c Ishan Kishan b JP Behrendorff,3
2,Gujarat Titans,V Shankar,29,14,6,0,207.14,b PP Chawla,4
2,Gujarat Titans,DA Miller,41,26,4,2,157.69,lbw b Akash Madhwal,5
2,Gujarat Titans,A Manohar,2,3,0,0,66.67,b K Kartikeya,6
2,Gujarat Titans,R Tewatia,14,13,1,0,107.69,c C Green b PP Chawla,7
2,Gujarat Titans,Rashid Khan,79,32,3,10,246.88,not out,8
2,Gujarat Titans,Noor Ahmad,1,3,0,0,33.33,b K Kartikeya,9
2,Gujarat Titans,AS Joseph,7,12,1,0,58.33,not out,10
