innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,A Nehra,4.0,0,19,2,4.75,15,0,0
1,Pune Warriors,AB Dinda,4.0,1,34,1,8.5,11,0,1
1,Pune Warriors,B Kumar,3.0,0,9,2,3.0,8,0,0
1,Pune Warriors,M Kartik,3.0,0,27,0,9.0,4,1,0
1,Pune Warriors,MJ Clarke,2.0,0,9,0,4.5,3,0,0
1,Pune Warriors,WD Parnell,4.0,0,18,0,4.5,9,0,1
2,Mumbai Indians,Harbhajan Singh,4.0,0,18,2,4.5,13,1,0
2,Mumbai Indians,JEC Franklin,3.0,0,20,0,6.67,5,0,0
2,Mumbai Indians,MM Patel,4.0,0,24,1,6.0,13,1,0
2,Mumbai Indians,NLTC Perera,1.0,0,8,0,8.0,2,0,0
2,Mumbai Indians,PP Ojha,4.0,0,24,1,6.0,9,1,0
2,Mumbai Indians,SL Malinga,4.0,0,25,2,6.25,13,3,0
