match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
12,2009-04-25,Mumbai Indians,Kingsmead,1.0,0,8,0,8.0,3,0,0
16,2009-04-27,Chennai Super Kings,Kingsmead,3.0,0,18,1,6.0,6,0,0
21,2009-04-30,Delhi Daredevils,SuperSport Park,1.0,0,10,0,10.0,1,0,0
25,2009-05-02,Rajasthan Royals,St George's Park,2.0,0,14,0,7.0,3,1,0
29,2009-05-04,Chennai Super Kings,Buffalo Park,1.0,0,8,0,8.0,3,0,0
32,2009-05-06,Mumbai Indians,SuperSport Park,2.0,0,6,4,3.0,5,0,0
36,2009-05-09,Kings XI Punjab,De Beers Diamond Oval,2.0,0,12,2,6.0,4,0,0
40,2009-05-11,Rajasthan Royals,De Beers Diamond Oval,3.0,0,12,3,4.0,6,0,0
48,2009-05-16,Kolkata Knight Riders,New Wanderers Stadium,2.0,0,15,1,7.5,4,0,0
49,2009-05-17,Kings XI Punjab,New Wanderers Stadium,2.0,0,23,0,11.5,2,0,0
57,2009-05-22,Delhi Daredevils,SuperSport Park,3.0,0,26,0,8.67,1,1,0
59,2009-05-24,Royal Challengers Bangalore,New Wanderers Stadium,1.0,0,9,0,9.0,0,0,0
