innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,FY Fazal,16,15,3,0,106.67,lbw b RP Singh,1
1,Rajasthan Royals,R Dravid,1,4,0,0,25.0,c OA Shah b S Sreesanth,2
1,Rajasthan Royals,SR Watson,20,13,0,3,153.85,b P Parameswaran,3
1,Rajasthan Royals,AM Rahane,8,9,1,0,88.89,lbw b S Sreesanth,4
1,Rajasthan Royals,AL Menaria,31,28,3,1,110.71,c OA Shah b BJ Hodge,5
1,Rajasthan Royals,PR Shah,5,5,1,0,100.0,c Y Gnaneswara Rao b BJ Hodge,6
1,Rajasthan Royals,JDP Oram,0,3,0,0,0.0,b BJ Hodge,7
1,Rajasthan Royals,SK Warne,2,9,0,0,22.22,b BJ Hodge,8
1,Rajasthan Royals,AA Chavan,1,3,0,0,33.33,"run out (RA Jadeja, BJ Hodge)",9
1,Rajasthan Royals,SW Tait,10,9,1,0,111.11,not out,10
1,Rajasthan Royals,ND Doshi,0,13,0,0,0.0,c DPMD Jayawardene b P Parameswaran,11
2,Kochi Tuskers Kerala,BB McCullum,29,12,1,4,241.67,b ND Doshi,1
2,Kochi Tuskers Kerala,DPMD Jayawardene,6,3,1,0,200.0,c AA Chavan b JDP Oram,2
2,Kochi Tuskers Kerala,PA Patel,21,14,2,1,150.0,not out,3
2,Kochi Tuskers Kerala,BJ Hodge,33,17,5,2,194.12,not out,4
