innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,FY Fazal,16,15,R Dravid,1,3,18,18
1,Rajasthan Royals,2,R Dravid,0,1,SR Watson,0,0,0,1
1,Rajasthan Royals,3,AM Rahane,8,9,SR Watson,0,4,8,13
1,Rajasthan Royals,4,AL Menaria,16,12,SR Watson,20,9,37,21
1,Rajasthan Royals,5,PR Shah,5,5,AL Menaria,0,0,5,5
1,Rajasthan Royals,6,AL Menaria,9,7,JDP Oram,0,3,9,10
1,Rajasthan Royals,7,SK Warne,2,9,AL Menaria,2,2,4,11
1,Rajasthan Royals,8,AA Chavan,1,3,AL Menaria,0,1,1,4
1,Rajasthan Royals,9,AL Menaria,4,6,SW Tait,2,3,7,9
1,Rajasthan Royals,10,SW Tait,8,6,ND Doshi,0,13,8,19
2,Kochi Tuskers Kerala,1,BB McCullum,17,8,DPMD Jayawardene,6,3,26,9
2,Kochi Tuskers Kerala,2,BB McCullum,12,4,PA Patel,6,6,19,10
2,Kochi Tuskers Kerala,3,BJ Hodge,33,17,PA Patel,15,8,53,25
