innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,55,9.1
1,Sunrisers Hyderabad,2,KS Williamson,84,13.3
1,Sunrisers Hyderabad,3,DA Warner,129,17.3
2,Rising Pune Supergiant,1,AM Rahane,15,4.1
2,Rising Pune Supergiant,2,SPD Smith,87,11.5
2,Rising Pune Supergiant,3,RA Tripathi,98,14.1
2,Rising Pune Supergiant,4,BA Stokes,121,17.1
