innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,DA Warner,43,40,3,1,107.5,b JD Unadkat,1
1,Sunrisers Hyderabad,S Dhawan,30,29,5,0,103.45,c RA Tripathi b Imran Tahir,2
1,Sunrisers Hyderabad,KS Williamson,21,14,1,1,150.0,lbw b DT Christian,3
1,Sunrisers Hyderabad,MC Henriques,55,28,6,2,196.43,not out,4
1,Sunrisers Hyderabad,DJ Hooda,19,10,2,1,190.0,not out,5
2,Rising Pune Supergiant,AM Rahane,2,7,0,0,28.57,c S Kaul b Bipul Sharma,1
2,Rising Pune Supergiant,RA Tripathi,59,41,6,3,143.9,run out (Rashid Khan),2
2,Rising Pune Supergiant,SPD Smith,27,21,1,2,128.57,b Rashid Khan,3
2,Rising Pune Supergiant,MS Dhoni,61,34,5,3,179.41,not out,4
2,Rising Pune Supergiant,BA Stokes,10,9,1,0,111.11,c V Shankar b B Kumar,5
2,Rising Pune Supergiant,MK Tiwary,17,8,3,0,212.5,not out,6
