innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,DA Warner,21,20,S Dhawan,30,29,55,49
1,Sunrisers Hyderabad,2,DA Warner,8,12,KS Williamson,21,14,29,26
1,Sunrisers Hyderabad,3,MC Henriques,28,17,DA Warner,14,8,45,24
1,Sunrisers Hyderabad,4,DJ Hooda,19,10,MC Henriques,27,11,47,21
2,Rising Pune Supergiant,1,AM Rahane,2,7,RA Tripathi,12,12,15,19
2,Rising Pune Supergiant,2,RA Tripathi,45,25,SPD Smith,27,21,72,46
2,Rising Pune Supergiant,3,MS Dhoni,8,10,RA Tripathi,2,4,11,14
2,Rising Pune Supergiant,4,BA Stokes,10,9,MS Dhoni,13,9,23,18
2,Rising Pune Supergiant,5,MS Dhoni,40,15,MK Tiwary,17,8,58,23
