innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,YV Takawale,1,1.4
1,Royal Challengers Bangalore,2,PA Patel,1,1.5
1,Royal Challengers Bangalore,3,Yuvraj Singh,5,3.1
1,Royal Challengers Bangalore,4,AB de Villiers,5,3.2
1,Royal Challengers Bangalore,5,S Rana,17,6.2
1,Royal Challengers Bangalore,6,JA Morkel,28,9.4
1,Royal Challengers Bangalore,7,V Kohli,46,11.3
1,Royal Challengers Bangalore,8,MA Starc,62,14.6
1,Royal Challengers Bangalore,9,R Rampaul,70,15.3
1,Royal Challengers Bangalore,10,AB Dinda,70,15.6
2,Rajasthan Royals,1,AM Rahane,31,5.3
2,Rajasthan Royals,2,SV Samson,35,6.4
2,Rajasthan Royals,3,KK Nair,36,7.3
2,Rajasthan Royals,4,SR Watson,68,13.5
