innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,10,2,Rajasthan Royals,R Parag,Rashid Khan,HAS Khalid,wicket,struck down,False
1,14,1,Rajasthan Royals,Dhruv Jurel,Noor Ahmad,HAS Khalid,wicket,struck down,False
2,4,4,Rajasthan Royals,WP Saha,Sandeep Sharma,HAS Khalid,wicket,struck down,False
