match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2020-09-23,Kolkata Knight Riders,Sheikh Zayed Stadium,3.0,0,21,1,7.0,4,1,0
10,2020-09-28,Royal Challengers Bangalore,Dubai International Cricket Stadium,1.0,0,13,0,13.0,0,0,0
17,2020-10-04,Sunrisers Hyderabad,Sharjah Cricket Stadium,3.0,0,20,0,6.67,6,2,0
20,2020-10-06,Rajasthan Royals,Sheikh Zayed Stadium,2.0,0,24,1,12.0,3,0,0
27,2020-10-11,Delhi Capitals,Sheikh Zayed Stadium,1.0,0,10,0,10.0,0,0,0
36,2020-10-18,Kings XI Punjab,Dubai International Cricket Stadium,2.0,0,26,0,13.0,3,2,0
41,2020-10-23,Chennai Super Kings,Sharjah Cricket Stadium,1.0,0,4,0,4.0,2,0,0
45,2020-10-25,Rajasthan Royals,Sheikh Zayed Stadium,2.0,0,18,0,9.0,3,3,0
48,2020-10-28,Royal Challengers Bangalore,Sheikh Zayed Stadium,1.0,0,5,1,5.0,2,0,0
57,2020-11-05,Delhi Capitals,Dubai International Cricket Stadium,4.0,0,36,1,9.0,8,3,0
60,2020-11-10,Delhi Capitals,Dubai International Cricket Stadium,1.0,0,13,0,13.0,2,1,0
