innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,10,4,Rajasthan Royals,Dhruv Jurel,KH Pandya,UV Gandhe,wicket,upheld,False
2,19,3,Royal Challengers Bengaluru,Dhruv Jurel,JR Hazlewood,MA Gough,wicket,upheld,False
