innings,over,ball,team,player_in,player_out,reason
2,1,1,Rajasthan Royals,V Suryavanshi,Sandeep Sharma,impact_player
2,7,1,Royal Challengers Bengaluru,Suyash Sharma,D Padikkal,impact_player
