innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,PD Salt,61,7.4
1,Royal Challengers Bengaluru,2,V Kohli,156,16.1
1,Royal Challengers Bengaluru,3,D Padikkal,161,17.1
1,Royal Challengers Bengaluru,4,RM Patidar,163,17.5
1,Royal Challengers Bengaluru,5,TH David,205,20.6
2,Rajasthan Royals,1,V Suryavanshi,52,5.2
2,Rajasthan Royals,2,YBK Jaiswal,72,6.5
2,Rajasthan Royals,3,R Parag,110,10.1
2,Rajasthan Royals,4,N Rana,134,14.3
2,Rajasthan Royals,5,SO Hetmyer,162,17.3
2,Rajasthan Royals,6,Dhruv Jurel,189,19.3
2,Rajasthan Royals,7,JC Archer,189,19.4
2,Rajasthan Royals,8,SB Dubey,189,20.1
2,Rajasthan Royals,9,PWH de Silva,191,20.3
