innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,S Vidyut,39,6.2
1,Chennai Super Kings,2,PA Patel,64,9.6
1,Chennai Super Kings,3,JA Morkel,95,13.4
1,Chennai Super Kings,4,SK Raina,128,17.2
1,Chennai Super Kings,5,CK Kapugedera,148,20.1
2,Rajasthan Royals,1,NK Patel,19,4.1
2,Rajasthan Royals,2,SA Asnodkar,41,7.1
2,Rajasthan Royals,3,Kamran Akmal,42,7.4
2,Rajasthan Royals,4,SR Watson,107,15.1
2,Rajasthan Royals,5,M Kaif,139,17.6
2,Rajasthan Royals,6,RA Jadeja,139,18.1
2,Rajasthan Royals,7,YK Pathan,143,18.4
