innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,2,4,Delhi Capitals,Ishan Kishan,Mukesh Kumar,Abhijit Bhattacharya,wicket,struck down,False
1,18,1,Sunrisers Hyderabad,HV Patel,V Nigam,Abhijit Bhattacharya,wicket,upheld,False
