match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
15,2021-04-21,Chennai Super Kings,"Wankhede Stadium, Mumbai",4,3,1,0,133.33,c RA Jadeja b DL Chahar,5
18,2021-04-24,Rajasthan Royals,"Wankhede Stadium, Mumbai",6,7,1,0,85.71,c YBK Jaiswal b JD Unadkat,4
21,2021-04-26,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",0,4,0,0,0.0,c Ravi Bishnoi b Arshdeep Singh,4
25,2021-04-29,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",0,1,0,0,0.0,b Lalit Yadav,5
38,2021-09-26,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",0,1,0,0,0.0,not out,8
41,2021-09-28,Delhi Capitals,Sharjah Cricket Stadium,21,10,1,2,210.0,c AR Patel b A Nortje,7
45,2021-10-01,Punjab Kings,Dubai International Cricket Stadium,3,3,0,0,100.0,not out,8
58,2021-10-11,Royal Challengers Bangalore,Sharjah Cricket Stadium,26,15,0,3,173.33,b Mohammed Siraj,5
59,2021-10-13,Delhi Capitals,Sharjah Cricket Stadium,0,1,0,0,0.0,c AR Patel b R Ashwin,8
60,2021-10-15,Chennai Super Kings,Dubai International Cricket Stadium,2,2,0,0,100.0,c RA Jadeja b JR Hazlewood,4
