innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RG Sharma,30,4.2
1,Mumbai Indians,2,Ishan Kishan,38,5.2
1,Mumbai Indians,3,SA Yadav,104,11.4
1,Mumbai Indians,4,C Green,105,11.6
1,Mumbai Indians,5,TH David,148,17.3
1,Mumbai Indians,6,Tilak Varma,159,18.3
1,Mumbai Indians,7,CJ Jordan,168,19.5
1,Mumbai Indians,8,N Wadhera,182,20.6
2,Lucknow Super Giants,1,PN Mankad,12,2.5
2,Lucknow Super Giants,2,KR Mayers,23,4.2
2,Lucknow Super Giants,3,KH Pandya,69,9.2
2,Lucknow Super Giants,4,A Badoni,74,10.4
2,Lucknow Super Giants,5,N Pooran,74,10.5
2,Lucknow Super Giants,6,MP Stoinis,89,12.5
2,Lucknow Super Giants,7,K Gowtham,92,13.3
2,Lucknow Super Giants,8,Ravi Bishnoi,100,15.3
2,Lucknow Super Giants,9,DJ Hooda,100,15.5
2,Lucknow Super Giants,10,Mohsin Khan,101,17.3
