match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2010-03-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,23,1,5.75,10,0,0
6,2010-03-15,Rajasthan Royals,"Sardar Patel Stadium, Motera",4.0,0,34,1,8.5,9,0,0
9,2010-03-17,Mumbai Indians,Feroz Shah Kotla,4.0,0,44,1,11.0,6,1,0
11,2010-03-19,Chennai Super Kings,Feroz Shah Kotla,3.0,0,25,1,8.33,6,3,0
15,2010-03-21,Deccan Chargers,Barabati Stadium,3.0,0,12,1,4.0,10,0,1
20,2010-03-25,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,23,2,5.75,6,0,0
26,2010-03-29,Kolkata Knight Riders,Feroz Shah Kotla,4.0,0,18,1,4.5,10,0,0
29,2010-03-31,Rajasthan Royals,Feroz Shah Kotla,4.0,0,25,3,6.25,13,2,0
35,2010-04-04,Royal Challengers Bangalore,Feroz Shah Kotla,4.0,0,32,3,8.0,13,0,1
39,2010-04-07,Kolkata Knight Riders,Eden Gardens,4.0,0,41,0,10.25,11,2,0
44,2010-04-11,Kings XI Punjab,Feroz Shah Kotla,4.0,0,15,1,3.75,11,0,0
47,2010-04-13,Mumbai Indians,Brabourne Stadium,3.0,0,30,0,10.0,4,0,0
50,2010-04-15,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,13,1,3.25,13,0,1
55,2010-04-18,Deccan Chargers,Feroz Shah Kotla,4.0,0,28,1,7.0,9,0,0
