match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2015-04-09,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",4,7,0,0,57.14,b NM Coulter-Nile,3
4,2015-04-11,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",14,12,1,0,116.67,run out (KL Rahul),3
12,2015-04-17,Mumbai Indians,Wankhede Stadium,43,29,4,2,148.28,not out,3
15,2015-04-19,Rajasthan Royals,"Sardar Patel Stadium, Motera",4,8,0,0,50.0,c SV Samson b CH Morris,3
20,2015-04-22,Royal Challengers Bangalore,M Chinnaswamy Stadium,62,32,4,6,193.75,c RR Rossouw b YS Chahal,3
24,2015-04-25,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",29,26,4,0,111.54,run out (),3
28,2015-04-28,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",17,21,2,1,80.95,c RV Uthappa b AD Russell,3
30,2015-04-30,Kolkata Knight Riders,Eden Gardens,8,10,2,0,80.0,c PP Chawla b UT Yadav,3
34,2015-05-02,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",23,15,0,3,153.33,c EJG Morgan b MC Henriques,3
37,2015-05-04,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",52,46,5,1,113.04,lbw b HV Patel,3
43,2015-05-08,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",10,10,1,0,100.0,c HH Pandya b J Suchith,3
47,2015-05-10,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",3,6,0,0,50.0,c JP Faulkner b CH Morris,3
49,2015-05-12,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,11,8,1,0,137.5,c JP Duminy b J Yadav,3
53,2015-05-16,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",41,34,4,0,120.59,not out,4
57,2015-05-19,Mumbai Indians,Wankhede Stadium,25,20,0,2,125.0,c & b Harbhajan Singh,4
59,2015-05-22,Royal Challengers Bangalore,JSCA International Stadium Complex,0,2,0,0,0.0,c D Wiese b YS Chahal,4
60,2015-05-24,Mumbai Indians,Eden Gardens,28,19,3,1,147.37,st PA Patel b Harbhajan Singh,3
