match_number,date,opponent,catches,stumpings,run_outs
2,2015-04-09,Delhi Daredevils,1,0,0
4,2015-04-11,Sunrisers Hyderabad,1,0,0
24,2015-04-25,Kings XI Punjab,1,0,0
37,2015-05-04,Royal Challengers Bangalore,1,0,0
43,2015-05-08,Mumbai Indians,1,0,0
47,2015-05-10,Rajasthan Royals,1,0,0
57,2015-05-19,Mumbai Indians,2,0,0
60,2015-05-24,Mumbai Indians,2,0,0
