match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2023-04-01,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4,5,1,0,80.0,c Sikandar Raza b Arshdeep Singh,3
28,2023-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",0,1,0,0,0.0,lbw b Kuldeep Yadav,9
47,2023-05-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",13,7,2,0,185.71,not out,9
56,2023-05-11,Rajasthan Royals,"Eden Gardens, Kolkata",6,6,0,0,100.0,not out,8
