match_number,date,opponent,catches,stumpings,run_outs
8,2013-04-08,Kolkata Knight Riders,3,0,0
23,2013-04-17,Mumbai Indians,0,0,1
27,2013-04-20,Royal Challengers Bangalore,1,0,0
36,2013-04-27,Sunrisers Hyderabad,1,0,0
47,2013-05-03,Kolkata Knight Riders,0,1,0
61,2013-05-12,Chennai Super Kings,0,0,1
66,2013-05-15,Mumbai Indians,0,0,1
74,2013-05-22,Sunrisers Hyderabad,1,0,1
