match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2015-04-10,Rajasthan Royals,Maharashtra Cricket Association Stadium,24,18,2,1,133.33,c KK Nair b JP Faulkner,7
7,2015-04-12,Mumbai Indians,Wankhede Stadium,61,32,4,3,190.62,not out,5
10,2015-04-15,Delhi Daredevils,Maharashtra Cricket Association Stadium,19,11,1,1,172.73,c SS Iyer b Imran Tahir,6
14,2015-04-18,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,60,45,5,2,133.33,"run out (RN ten Doeschate, RV Uthappa)",5
24,2015-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,3,0,0,33.33,c MS Dhoni b RA Jadeja,4
27,2015-04-27,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",22,16,3,0,137.5,c KV Sharma b MC Henriques,4
31,2015-05-01,Delhi Daredevils,Feroz Shah Kotla,18,16,3,0,112.5,lbw b A Mishra,6
35,2015-05-03,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",21,18,1,0,116.67,run out (PA Patel),5
40,2015-05-06,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,4,0,0,50.0,b S Aravind,6
48,2015-05-11,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",6,11,0,0,54.55,c DA Warner b MC Henriques,6
50,2015-05-13,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",13,9,1,0,144.44,b YS Chahal,5
53,2015-05-16,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",12,7,2,0,171.43,c MS Dhoni b A Nehra,3
