match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2014-04-17,Delhi Daredevils,Sharjah Cricket Stadium,3.0,1,9,1,3.0,12,2,0
5,2014-04-19,Mumbai Indians,Dubai International Cricket Stadium,4.0,0,30,2,7.5,6,1,0
11,2014-04-24,Kolkata Knight Riders,Sharjah Cricket Stadium,4.0,0,16,3,4.0,13,1,0
18,2014-04-28,Kings XI Punjab,Dubai International Cricket Stadium,3.5,0,29,2,7.57,9,1,1
24,2014-05-04,Sunrisers Hyderabad,M Chinnaswamy Stadium,4.0,0,33,2,8.25,10,3,1
27,2014-05-06,Mumbai Indians,Wankhede Stadium,4.0,0,41,1,10.25,11,3,1
31,2014-05-09,Kings XI Punjab,M Chinnaswamy Stadium,4.0,0,35,1,8.75,8,1,0
35,2014-05-11,Rajasthan Royals,M Chinnaswamy Stadium,2.5,0,41,0,14.47,5,1,0
42,2014-05-18,Chennai Super Kings,JSCA International Stadium Complex,3.0,0,29,2,9.67,7,1,0
46,2014-05-20,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,36,2,9.0,9,1,0
