match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2018-04-09,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,3.0,0,28,1,9.33,8,1,0
6,2018-04-11,Delhi Daredevils,Sawai Mansingh Stadium,2.0,0,24,1,12.0,5,0,0
11,2018-04-15,Royal Challengers Bangalore,M.Chinnaswamy Stadium,3.0,0,35,0,11.67,2,0,0
15,2018-04-18,Kolkata Knight Riders,Sawai Mansingh Stadium,3.0,0,34,0,11.33,4,0,0
17,2018-04-20,Chennai Super Kings,Maharashtra Cricket Association Stadium,4.0,0,39,0,9.75,8,0,0
21,2018-04-22,Mumbai Indians,Sawai Mansingh Stadium,4.0,0,31,1,7.75,9,0,0
28,2018-04-29,Sunrisers Hyderabad,Sawai Mansingh Stadium,3.0,0,33,1,11.0,4,0,0
32,2018-05-02,Delhi Daredevils,Arun Jaitley Stadium,4.0,0,46,3,11.5,7,0,0
38,2018-05-06,Kings XI Punjab,Holkar Cricket Stadium,4.0,0,26,0,6.5,12,1,0
40,2018-05-08,Kings XI Punjab,Sawai Mansingh Stadium,4.0,0,36,1,9.0,6,0,1
43,2018-05-11,Chennai Super Kings,Sawai Mansingh Stadium,4.0,0,34,0,8.5,8,4,0
47,2018-05-13,Mumbai Indians,Wankhede Stadium,4.0,0,37,1,9.25,8,1,0
49,2018-05-15,Kolkata Knight Riders,Eden Gardens,3.0,0,23,0,7.67,7,0,0
53,2018-05-19,Royal Challengers Bangalore,Sawai Mansingh Stadium,3.2,0,27,2,8.1,8,0,0
58,2018-05-23,Kolkata Knight Riders,Eden Gardens,2.0,0,33,0,16.5,1,0,0
