innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kings XI Punjab,1,AC Gilchrist,1,3,SE Marsh,1,1,2,4
1,Kings XI Punjab,2,PC Valthaty,2,2,SE Marsh,0,2,3,4
1,Kings XI Punjab,3,KD Karthik,0,4,PC Valthaty,4,4,4,8
1,Kings XI Punjab,4,AM Nayar,0,2,KD Karthik,0,3,0,5
1,Kings XI Punjab,5,Sunny Singh,12,6,AM Nayar,10,9,27,14
1,Kings XI Punjab,6,AM Nayar,2,7,R McLaren,6,8,9,15
1,Kings XI Punjab,7,PP Chawla,15,28,R McLaren,20,24,35,52
1,Kings XI Punjab,8,R McLaren,16,7,P Kumar,3,5,22,12
1,Kings XI Punjab,9,R McLaren,9,4,NJ Rimmington,1,1,10,5
2,Pune Warriors,1,GC Smith,0,1,JD Ryder,0,0,0,1
2,Pune Warriors,2,M Manhas,35,32,JD Ryder,23,14,60,46
2,Pune Warriors,3,RV Uthappa,0,1,JD Ryder,8,3,8,4
2,Pune Warriors,4,Yuvraj Singh,21,15,RV Uthappa,22,13,45,28
