innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,AC Thomas,4.0,0,27,2,6.75,11,1,0
1,Pune Warriors,JD Ryder,3.0,1,9,1,3.0,11,1,0
1,Pune Warriors,M Kartik,0.5,0,10,0,12.0,3,0,1
1,Pune Warriors,M Manhas,3.0,0,14,0,4.67,8,0,0
1,Pune Warriors,R Sharma,2.0,0,12,0,6.0,5,0,0
1,Pune Warriors,SB Wagh,3.0,0,16,3,5.33,11,3,0
1,Pune Warriors,WD Parnell,4.0,0,20,1,5.0,15,0,0
2,Kings XI Punjab,AM Nayar,3.1,0,27,1,8.53,8,2,0
2,Kings XI Punjab,NJ Rimmington,3.0,0,19,0,6.33,9,0,0
2,Kings XI Punjab,P Kumar,3.0,0,28,1,9.33,8,1,0
2,Kings XI Punjab,PP Chawla,1.0,0,12,0,12.0,3,0,0
2,Kings XI Punjab,R McLaren,3.0,0,26,1,8.67,8,0,0
