innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,7,6,Gujarat Titans,RR Rossouw,Noor Ahmad,A Nand Kishore,wicket,upheld,False
1,8,5,Gujarat Titans,SM Curran,Rashid Khan,VA Kulkarni,wicket,upheld,False
1,14,1,Gujarat Titans,Ashutosh Sharma,R Sai Kishore,VA Kulkarni,wicket,struck down,False
1,17,1,Punjab Kings,Harpreet Singh,M Shahrukh Khan,A Nand Kishore,wicket,upheld,False
2,17,1,Punjab Kings,R Tewatia,Harpreet Brar,A Nand Kishore,wicket,struck down,False
