innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,PP Shaw,0,1.1
1,Delhi Capitals,2,AM Rahane,10,3.3
1,Delhi Capitals,3,S Dhawan,95,12.4
1,Delhi Capitals,4,SS Iyer,132,16.6
1,Delhi Capitals,5,MP Stoinis,153,19.6
1,Delhi Capitals,6,AT Carey,157,20.4
1,Delhi Capitals,7,AR Patel,161,20.6
2,Rajasthan Royals,1,JC Buttler,37,3.6
2,Rajasthan Royals,2,SPD Smith,40,4.6
2,Rajasthan Royals,3,BA Stokes,86,11.2
2,Rajasthan Royals,4,SV Samson,97,12.4
2,Rajasthan Royals,5,R Parag,110,14.2
2,Rajasthan Royals,6,RV Uthappa,135,18.3
2,Rajasthan Royals,7,JC Archer,138,19.4
2,Rajasthan Royals,8,S Gopal,148,20.6
