innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,RD Rickelton,27,20,5,0,135.0,c SS Iyer b M Jansen,1
1,Mumbai Indians,RG Sharma,24,21,2,1,114.29,c N Wadhera b Harpreet Brar,2
1,Mumbai Indians,SA Yadav,57,39,6,2,146.15,lbw b Arshdeep Singh,3
1,Mumbai Indians,Tilak Varma,1,4,0,0,25.0,c Arshdeep Singh b Vijaykumar Vyshak,4
1,Mumbai Indians,WG Jacks,17,8,2,1,212.5,c M Jansen b Vijaykumar Vyshak,5
1,Mumbai Indians,HH Pandya,26,15,2,2,173.33,c JP Inglis b M Jansen,6
1,Mumbai Indians,Naman Dhir,20,12,0,2,166.67,c Priyansh Arya b Arshdeep Singh,7
1,Mumbai Indians,MJ Santner,1,1,0,0,100.0,not out,8
2,Punjab Kings,Priyansh Arya,62,35,9,2,177.14,c SA Yadav b MJ Santner,1
2,Punjab Kings,P Simran Singh,13,16,1,1,81.25,c Ashwani Kumar b JJ Bumrah,2
2,Punjab Kings,JP Inglis,73,42,9,3,173.81,lbw b MJ Santner,3
2,Punjab Kings,SS Iyer,26,16,1,2,162.5,not out,4
2,Punjab Kings,N Wadhera,2,2,0,0,100.0,not out,5
