innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,20,6,Mumbai Indians,SA Yadav,Arshdeep Singh,CB Gaffaney,wicket,struck down,True
2,18,3,Mumbai Indians,JP Inglis,MJ Santner,CB Gaffaney,wicket,upheld,False
