innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,ST Jayasuriya,6,2.3
1,Mumbai Indians,2,AP Tare,36,5.3
1,Mumbai Indians,3,SS Tiwary,71,10.3
1,Mumbai Indians,4,AT Rayudu,74,11.1
1,Mumbai Indians,5,SR Tendulkar,75,11.3
1,Mumbai Indians,6,DJ Bravo,76,11.6
1,Mumbai Indians,7,KA Pollard,123,18.1
1,Mumbai Indians,8,R Sathish,125,18.5
1,Mumbai Indians,9,Harbhajan Singh,135,20.1
2,Royal Challengers Bangalore,1,MK Pandey,85,10.5
2,Royal Challengers Bangalore,2,RV Uthappa,116,15.3
2,Royal Challengers Bangalore,3,V Kohli,136,17.6
