innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RG Sharma,11,2.6
1,Mumbai Indians,2,Ishan Kishan,48,6.2
1,Mumbai Indians,3,E Lewis,54,6.6
1,Mumbai Indians,4,KH Pandya,72,9.5
1,Mumbai Indians,5,KA Pollard,110,15.5
1,Mumbai Indians,6,BCJ Cutting,133,18.3
1,Mumbai Indians,7,SA Yadav,136,19.4
1,Mumbai Indians,8,PJ Sangwan,136,19.5
2,Sunrisers Hyderabad,1,WP Saha,62,7.5
2,Sunrisers Hyderabad,2,KS Williamson,73,8.6
2,Sunrisers Hyderabad,3,S Dhawan,77,9.5
2,Sunrisers Hyderabad,4,MK Pandey,89,11.2
2,Sunrisers Hyderabad,5,Shakib Al Hasan,107,13.6
2,Sunrisers Hyderabad,6,YK Pathan,136,18.4
2,Sunrisers Hyderabad,7,Rashid Khan,136,18.5
2,Sunrisers Hyderabad,8,S Kaul,137,19.4
2,Sunrisers Hyderabad,9,Sandeep Sharma,137,19.6
