innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,36,3,30,7.2,4,11
1,Mumbai Indians,middle,57,2,54,6.33,8,29
1,Mumbai Indians,powerplay,54,3,36,9.0,9,21
2,Sunrisers Hyderabad,death,30,4,30,6.0,3,13
2,Sunrisers Hyderabad,middle,65,5,54,7.22,7,16
2,Sunrisers Hyderabad,powerplay,56,0,36,9.33,9,8
