innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,19,5,Sunrisers Hyderabad,PJ Sangwan,Sandeep Sharma,CK Nandan,,upheld,False
2,7,5,Mumbai Indians,WP Saha,M Markande,NJ Llong,,upheld,False
2,8,6,Mumbai Indians,KS Williamson,Mustafizur Rahman,CK Nandan,,upheld,False
