innings,over,ball,team,player_in,player_out,reason
2,1,1,Sunrisers Hyderabad,Abhishek Sharma,T Natarajan,impact_player
2,9,1,Kolkata Knight Riders,Suyash Sharma,Ramandeep Singh,impact_player
