innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,SC Ganguly,49,41,CH Gayle,40,21,94,62
1,Kolkata Knight Riders,2,BB McCullum,2,4,SC Ganguly,7,5,10,9
1,Kolkata Knight Riders,3,MK Tiwary,3,5,BB McCullum,4,3,7,8
1,Kolkata Knight Riders,4,MK Tiwary,23,13,AD Mathews,46,28,70,41
2,Delhi Daredevils,1,DA Warner,0,5,V Sehwag,0,0,0,5
2,Delhi Daredevils,2,G Gambhir,47,29,V Sehwag,46,29,99,58
2,Delhi Daredevils,3,V Sehwag,2,3,PD Collingwood,2,3,4,6
2,Delhi Daredevils,4,V Sehwag,16,8,KD Karthik,13,12,31,20
2,Delhi Daredevils,5,KM Jadhav,5,8,KD Karthik,5,2,10,10
2,Delhi Daredevils,6,MF Maharoof,2,3,KD Karthik,1,1,3,4
2,Delhi Daredevils,7,R Bhatia,2,3,KD Karthik,0,0,2,3
2,Delhi Daredevils,8,KD Karthik,1,2,DL Vettori,2,2,3,4
2,Delhi Daredevils,9,A Mishra,4,6,DL Vettori,10,4,15,10
