match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2012-04-06,Rajasthan Royals,Sawai Mansingh Stadium,13,10,1,0,130.0,c KK Cooper b SK Trivedi,5
8,2012-04-08,Pune Warriors,Subrata Roy Sahara Stadium,18,17,0,1,105.88,b R Sharma,5
17,2012-04-15,Kolkata Knight Riders,Eden Gardens,32,31,1,1,103.23,"run out (G Gambhir, R Bhatia)",4
22,2012-04-18,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",10,14,0,0,71.43,"run out (BB McCullum, MS Bisla)",5
25,2012-04-20,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",41,34,4,0,120.59,b HV Patel,4
28,2012-04-22,Mumbai Indians,Wankhede Stadium,21,19,2,0,110.53,c AT Rayudu b KA Pollard,4
33,2012-04-25,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",68,40,4,4,170.0,not out,4
37,2012-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",7,4,1,0,175.0,c SB Jakati b JA Morkel,5
44,2012-05-02,Royal Challengers Bangalore,M Chinnaswamy Stadium,45,29,2,4,155.17,"run out (R Vinay Kumar, AB de Villiers)",4
48,2012-05-05,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",8,6,2,0,133.33,c BJ Hodge b SK Trivedi,4
53,2012-05-08,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",16,16,1,1,100.0,c DJ Harris b V Pratap Singh,4
61,2012-05-13,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",65,35,4,5,185.71,not out,5
64,2012-05-15,Delhi Daredevils,Feroz Shah Kotla,40,35,5,1,114.29,not out,4
66,2012-05-17,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,9,9,1,0,100.0,c MS Dhoni b DJ Bravo,4
69,2012-05-19,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,3,6,0,0,50.0,c IK Pathan b UT Yadav,4
