innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,GJ Bailey,40,5.5
1,Chennai Super Kings,2,PA Patel,54,7.5
1,Chennai Super Kings,3,S Badrinath,68,10.3
1,Chennai Super Kings,4,MS Dhoni,70,10.5
1,Chennai Super Kings,5,SK Raina,87,14.3
1,Chennai Super Kings,6,MS Gony,96,15.4
1,Chennai Super Kings,7,JDP Oram,105,18.4
1,Chennai Super Kings,8,R Ashwin,109,18.6
1,Chennai Super Kings,9,T Thushara,114,20.4
2,Kings XI Punjab,1,S Sohal,6,2.5
2,Kings XI Punjab,2,SM Katich,32,7.5
2,Kings XI Punjab,3,LA Pomersbach,45,12.1
2,Kings XI Punjab,4,Yuvraj Singh,49,13.4
2,Kings XI Punjab,5,KC Sangakkara,59,16.1
2,Kings XI Punjab,6,WA Mota,60,16.3
2,Kings XI Punjab,7,B Lee,67,17.5
2,Kings XI Punjab,8,IK Pathan,83,19.5
