match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2011-04-10,Kings XI Punjab,Dr DY Patil Sports Academy,35,32,5,1,109.38,c AC Gilchrist b AM Nayar,3
10,2011-04-13,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,12,19,1,0,63.16,c RA Jadeja b BJ Hodge,3
16,2011-04-17,Delhi Daredevils,Dr DY Patil Sports Academy,20,18,1,1,111.11,c DA Warner b JR Hopes,3
21,2011-04-20,Mumbai Indians,Wankhede Stadium,0,1,0,0,0.0,c AT Rayudu b AN Ahmed,3
29,2011-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",20,23,0,1,86.96,c MS Dhoni b DE Bollinger,6
31,2011-04-27,Chennai Super Kings,Dr DY Patil Sports Academy,0,4,0,0,0.0,b KMDN Kulasekara,4
35,2011-04-29,Royal Challengers Bangalore,M Chinnaswamy Stadium,3,5,0,0,60.0,c M Kaif b CH Gayle,6
38,2011-05-01,Rajasthan Royals,Sawai Mansingh Stadium,24,19,1,1,126.32,c STR Binny b SK Trivedi,6
44,2011-05-04,Mumbai Indians,Dr DY Patil Sports Academy,0,1,0,0,0.0,c & b SL Malinga,7
62,2011-05-16,Deccan Chargers,Dr DY Patil Sports Academy,0,1,0,0,0.0,b A Mishra,6
