innings,over,ball,team,player_in,player_out,reason
2,1,1,Kolkata Knight Riders,VG Arora,A Raghuvanshi,impact_player
2,1,1,Sunrisers Hyderabad,TM Head,Zeeshan Ansari,impact_player
