innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,15,3,Punjab Kings,SS Iyer,MM Sharma,J Madanagopal,wicket,upheld,False
2,12,3,Punjab Kings,KK Nair,M Jansen,J Madanagopal,wicket,struck down,False
