innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Punjab Kings,death,51,1,22,13.91,7,2
1,Punjab Kings,middle,39,0,21,11.14,5,7
1,Punjab Kings,powerplay,32,0,18,10.67,6,6
