innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,ML Hayden,41,5.4
1,Chennai Super Kings,2,M Vijay,65,8.5
1,Chennai Super Kings,3,MS Dhoni,82,12.4
1,Chennai Super Kings,4,MEK Hussey,110,15.5
1,Chennai Super Kings,5,S Badrinath,121,17.6
1,Chennai Super Kings,6,SK Raina,122,18.2
1,Chennai Super Kings,7,R Ashwin,132,20.1
1,Chennai Super Kings,8,T Thushara,134,20.3
2,Deccan Chargers,1,AC Gilchrist,32,5.1
2,Deccan Chargers,2,MD Mishra,35,5.4
2,Deccan Chargers,3,RG Sharma,61,11.5
2,Deccan Chargers,4,TL Suman,107,17.1
