match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2009-04-19,Kings XI Punjab,Newlands,15,13,2,0,115.38,not out,1
9,2009-04-23,Chennai Super Kings,Kingsmead,0,1,0,0,0.0,c MS Dhoni b L Balaji,1
14,2009-04-26,Royal Challengers Bangalore,St George's Park,16,19,1,0,84.21,c MV Boucher b Pankaj Singh,1
18,2009-04-28,Rajasthan Royals,SuperSport Park,8,6,1,0,133.33,c SK Warne b AD Mascarenhas,1
21,2009-04-30,Deccan Chargers,SuperSport Park,17,15,3,0,113.33,lbw b Shoaib Ahmed,1
26,2009-05-02,Chennai Super Kings,New Wanderers Stadium,13,14,2,0,92.86,c SK Raina b S Tyagi,1
31,2009-05-05,Kolkata Knight Riders,Kingsmead,71,57,7,0,124.56,not out,1
35,2009-05-08,Mumbai Indians,Buffalo Park,19,23,2,0,82.61,c L Ronchi b Harbhajan Singh,1
39,2009-05-10,Kolkata Knight Riders,New Wanderers Stadium,18,24,3,0,75.0,c BJ Hodge b MC Henriques,1
43,2009-05-13,Deccan Chargers,Kingsmead,19,25,0,1,76.0,c Y Venugopal Rao b PP Ojha,1
46,2009-05-15,Kings XI Punjab,OUTsurance Oval,8,11,0,0,72.73,"run out (KC Sangakkara, WA Mota)",1
50,2009-05-17,Rajasthan Royals,OUTsurance Oval,8,8,1,0,100.0,c & b MM Patel,1
52,2009-05-19,Royal Challengers Bangalore,New Wanderers Stadium,27,19,3,1,142.11,c LRPL Taylor b JH Kallis,1
55,2009-05-21,Mumbai Indians,SuperSport Park,47,38,7,0,123.68,c Mohammad Ashraful b SL Malinga,1
57,2009-05-22,Deccan Chargers,SuperSport Park,0,5,0,0,0.0,c RP Singh b RJ Harris,1
